bpcilmjlpebjklinlbdjhfkkgmmfghfj, https://chromewebstore.google.com/detail/skribbl-typo/bpcilmjlpebjklinlbdjhfkkgmmfghfj,,github.com/toobeeh/skribbltypo
nlnfdlcbnpafokhpjfffmoobbejpedgj, https://chromewebstore.google.com/detail/twitch-live-extension/nlnfdlcbnpafokhpjfffmoobbejpedgj,,github.com/PedroS11/twitch-live-extension#contribution
